classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,1,Ajmer-Merwara,7,3,4
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,2,Andaman and Nicobar Islands,73,70,3
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,3,Assam,321333,169221,152112
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,5,Bengal,892148,451411,440737
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,6,Bihar and Orissa,2240850,1117135,1123715
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,9,Central Provinces and Berar,155557,77870,77687
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,12,Madras,231002,115262,115740
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,13,North-West Frontier Province (Districts and Administered Territories),1,1,
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,16,Assam States,3,2,1
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,19,Bengal States,2711,1557,1154
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,20,Bihar and Orissa States,733655,361584,372071
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,22,Central India Agency,4157,2067,2090
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch,Munda Branch,1,56,474,479,23,Central Provinces States,28091,14094,13997
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,INDIA,India,4031970,2018143,2013827
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,PROV,Provinces,3337749,1675420,1662329
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,STATES,States and Agencies,694221,342723,351498
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,1,Ajmer-Merwara,7,3,4
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,3,Assam,293893,154519,139374
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,5,Bengal,877206,442332,434874
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,6,Bihar and Orissa,2165105,1077824,1087281
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,9,Central Provinces and Berar,1525,737,788
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,12,Madras,13,5,8
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,16,Assam States,3,2,1
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,19,Bengal States,2623,1509,1114
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,20,Bihar and Orissa States,680840,335860,344980
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,22,Central India Agency,146,86,60
"A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kherwari (Santali, Mundari, Ho, etc.)","Kherwari (Santali, Mundari, Ho, etc.)",0,59,475,480,23,Central Provinces States,10609,5266,5343
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,INDIA,India,169728,85213,84515
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,PROV,Provinces,156580,78520,78060
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,STATES,States and Agencies,13148,6693,6455
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,3,Assam,3742,2028,1714
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,9,Central Provinces and Berar,152838,76492,76346
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,22,Central India Agency,4011,1981,2030
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Korku,Korku,0,62,475,480,23,Central Provinces States,9137,4712,4425
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,INDIA,India,152018,78792,73226
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,PROV,Provinces,106063,56314,49749
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,STATES,States and Agencies,45955,22478,23477
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,3,Assam,4358,7433,6925
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,5,Bengal,14815,8970,5845
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,6,Bihar and Orissa,75695,39269,36426
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,9,Central Provinces and Berar,1194,641,553
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,13,North-West Frontier Province (Districts and Administered Territories),1,1,
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,19,Bengal States,88,48,40
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,20,Bihar and Orissa States,37985,18543,19442
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Kharia,Kharia,0,65,475,480,23,Central Provinces States,7882,3887,3995
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Juang,Juang,0,68,475,480,INDIA,India,14583,7066,7517
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Juang,Juang,0,68,475,480,PROV,Provinces,5,4,1
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Juang,Juang,0,68,475,480,STATES,States and Agencies,14578,7062,7516
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Juang,Juang,0,68,475,480,6,Bihar and Orissa,5,4,1
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Juang,Juang,0,68,475,480,20,Bihar and Orissa States,14578,7062,7516
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Sawara,Sawara,0,71,475,480,INDIA,India,194947,97898,97049
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Sawara,Sawara,0,71,475,480,PROV,Provinces,194947,97898,97049
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Sawara,Sawara,0,71,475,480,3,Assam,9340,5241,4099
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Sawara,Sawara,0,71,475,480,6,Bihar and Orissa,45,38,7
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Sawara,Sawara,0,71,475,480,12,Madras,185562,92619,92943
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,INDIA,India,44371,22128,22243
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,PROV,Provinces,43667,21788,21879
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,STATES,States and Agencies,704,340,364
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,12,Madras,43667,21788,21879
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,20,Bihar and Orissa States,252,119,133
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Gadaba,Gadaba,0,74,475,480,23,Central Provinces States,452,221,231
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,INDIA,India,1971,1037,934
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,PROV,Provinces,1960,1029,931
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,STATES,States and Agencies,11,8,3
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,2,Andaman and Nicobar Islands,73,70,3
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,5,Bengal,127,109,18
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,12,Madras,1760,850,910
A. Vernaculars of India > Austric Family > Austroasiatic Sub-Family > Munda Branch > Munda (unspecified),Munda (unspecified),0,77,476,481,23,Central Provinces States,11,8,3
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,INDIA,India,14010496,6909046,7101450
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,PROV,Provinces,13085636,6451779,6633857
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,STATES,States and Agencies,924860,457267,467593
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,2,Andaman and Nicobar Islands,2745,2315,430
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,3,Assam,1179609,594971,584638
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,4,Baluchistan (Districts and Administered Territories),597,595,2
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,5,Bengal,338269,171951,166318
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,6,Bihar and Orissa,42,22,20
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,7,Bombay (including Aden),18,4,14
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,7a,Aden,1,1,
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,8,Burma,11528938,5663675,5865263
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,11,Delhi,140,91,49
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,12,Madras,134,112,22
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,13,North-West Frontier Province (Districts and Administered Territories),61,56,5
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,14,Punjab,30955,15696,15259
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,15,United Provinces of Agra and Oudh,4128,2291,1837
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,16,Assam States,448403,216773,231630
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,18,Baroda State,13,6,7
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,19,Bengal States,194110,100343,93767
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,22,Central India Agency,13,8,5
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,25,Hyderabad State,20,16,4
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,26,Jammu and Kashmir State,179867,89333,90534
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,28,Mysore State,39,34,5
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,30,Punjab States,29615,13770,15845
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,31,Punjab States Agency,2689,1546,1143
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,32,Rajputana Agency,5,5,
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,33,Sikkim State,70067,35421,34646
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,34,United Provinces States,11,9,2
A. Vernaculars of India > Tibeto-Chinese Family,Tibeto-Chinese Family,1,80,476,481,35,Western India States Agency,8,3,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,INDIA,India,12982840,6392133,6590707
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,PROV,Provinces,12057980,5934866,6123114
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,STATES,States and Agencies,924860,457267,467593
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,2,Andaman and Nicobar Islands,2745,2315,430
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,3,Assam,1173896,591942,581954
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,4,Baluchistan (Districts and Administered Territories),597,595,2
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,5,Bengal,338269,171951,166318
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,6,Bihar and Orissa,42,22,20
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,7,Bombay (including Aden),18,4,14
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,7a,Aden,1,1,
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,8,Burma,10507029,5149825,5357204
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,11,Delhi,140,91,49
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,12,Madras,134,112,22
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,13,North-West Frontier Province (Districts and Administered Territories),27,22,5
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,14,Punjab,30955,15696,15259
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,15,United Provinces of Agra and Oudh,4128,2291,1837
A. Vernaculars of India > Tibeto-Chinese Family > Tibeto-Burman Sub-Family,Tibeto-Burman Sub-Family,1,83,476,481,16,Assam States,448403,216773,231630
